,Student,M1,T1,W1,TH1,F1,M2,T2,W2,TH2,F2,M3,T3,W3,TH3,F3,M4,T4,W4,TH4,F4,M5,T5,W5,TH5,F5,M6,T6,W6,TH6,F6,M7,T7,W7,TH7,F7
373,374,3,4,5,6,7,1,2,3,4,5,1,2,3,4,5,4,5,6,7,7,1,2,3,4,5,5,6,6,7,8,8,7,8,8,9
374,375,1,2,3,4,5,5,5,6,6,7,5,6,6,7,7,3,4,5,6,7,5,6,7,7,7,6,6,6,7,8,8,8,9,9,10
375,376,3,4,5,6,7,3,4,5,6,7,5,6,6,7,7,4,5,6,7,7,5,6,7,7,7,1,2,3,4,5,4,4,4,4,5
376,377,4,5,5,6,7,3,4,5,6,7,2,3,4,5,6,5,6,7,7,7,4,5,6,7,7,6,6,6,7,8,7,7,8,8,9
377,378,3,4,5,6,7,5,5,6,6,7,1,2,3,4,5,5,6,7,7,7,1,2,3,4,5,3,4,5,6,7,6,6,6,7,7
378,379,2,3,4,5,6,5,5,6,6,7,4,5,6,7,7,1,2,3,4,5,4,5,6,7,7,6,6,6,7,8,8,8,9,9,10
379,380,4,5,5,6,7,2,3,4,5,6,2,3,4,5,6,6,6,7,7,7,5,6,7,7,7,6,6,6,7,8,7,7,8,8,9
380,381,5,5,5,6,7,2,3,4,5,6,3,4,5,6,7,5,6,7,7,7,1,2,3,4,5,2,3,4,5,6,5,4,5,5,6
381,382,5,5,5,6,7,3,4,5,6,7,2,3,4,5,6,4,5,6,7,7,5,6,7,7,7,2,3,4,5,6,5,5,6,5,7
382,383,5,5,5,6,7,2,3,4,5,6,4,5,6,7,7,2,3,4,5,6,4,5,6,7,7,5,6,6,7,8,8,7,9,8,10
383,384,5,5,5,6,7,3,4,5,6,7,3,4,5,6,7,1,2,3,4,5,4,5,6,7,7,4,5,6,7,8,8,7,9,8,10
384,385,4,5,5,6,7,1,2,3,4,5,5,6,6,7,7,2,3,4,5,6,1,2,3,4,5,3,4,5,6,7,7,6,7,6,8
385,386,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,6,6,7,7,7,6,7,7,7,7,4,5,6,7,8,7,7,8,8,9
386,387,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,4,5,6,7,7,5,5,6,7,8,8,7,9,8,10
387,388,2,3,4,5,6,5,5,6,6,7,5,6,6,7,7,3,4,5,6,7,2,3,4,5,6,6,6,6,7,8,8,8,8,9,9
388,389,3,4,5,6,7,5,5,6,6,7,5,6,6,7,7,6,6,7,7,7,3,4,5,6,7,4,5,6,7,8,8,8,8,8,9
389,390,4,5,5,6,7,4,5,6,6,7,4,5,6,7,7,3,4,5,6,7,4,5,6,7,7,6,6,6,7,8,8,8,9,8,9
390,391,4,5,5,6,7,4,5,6,6,7,1,2,3,4,5,2,3,4,5,6,3,4,5,6,7,6,6,6,7,8,8,8,9,8,10
391,392,2,3,4,5,6,4,5,6,6,7,1,2,3,4,5,4,5,6,7,7,2,3,4,5,6,4,5,6,7,8,8,7,8,8,9
392,393,2,3,4,5,6,5,5,6,6,7,3,4,5,6,7,4,5,6,7,7,1,2,3,4,5,4,5,6,7,8,8,8,8,8,9
393,394,3,4,5,6,7,2,3,4,5,6,5,6,6,7,7,1,2,3,4,5,4,5,6,7,7,3,4,5,6,7,7,6,7,7,8
394,395,5,5,5,6,7,2,3,4,5,6,2,3,4,5,6,6,6,7,7,7,6,7,7,7,7,6,6,6,7,8,7,7,8,8,9
395,396,5,5,5,6,7,2,3,4,5,6,3,4,5,6,7,2,3,4,5,6,4,5,6,7,7,2,3,4,5,6,5,5,6,5,7
396,397,4,5,5,6,7,3,4,5,6,7,4,5,6,7,7,4,5,6,7,7,3,4,5,6,7,1,2,3,4,5,4,4,4,4,5
397,398,5,5,5,6,7,3,4,5,6,7,3,4,5,6,7,4,5,6,7,7,5,6,7,7,7,4,5,6,7,8,7,7,8,8,10
398,399,5,5,5,6,7,1,2,3,4,5,4,5,6,7,7,3,4,5,6,7,2,3,4,5,6,3,4,5,6,7,7,6,7,6,8
399,400,1,2,3,4,5,3,4,5,6,7,2,3,4,5,6,2,3,4,5,6,1,2,3,4,5,4,5,6,7,8,8,8,9,9,10
400,401,3,4,5,6,7,3,4,5,6,7,5,6,6,7,7,1,2,3,4,5,2,3,4,5,6,3,4,5,6,7,7,6,7,7,8
401,402,1,2,3,4,5,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,4,5,6,7,7,3,4,5,6,7,7,6,7,7,9
402,403,4,5,5,6,7,2,3,4,5,6,2,3,4,5,6,5,6,7,7,7,5,6,7,7,7,4,5,6,7,8,7,7,8,8,9
403,404,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,6,6,7,7,7,5,6,7,7,7,5,6,6,7,8,7,7,8,8,9
404,405,3,4,5,6,7,5,5,6,6,7,3,4,5,6,7,6,6,7,7,7,2,3,4,5,6,6,6,6,7,8,8,8,8,8,9
405,406,4,5,5,6,7,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,4,5,6,7,7,3,4,5,6,7,7,6,7,7,8
406,407,3,4,5,6,7,4,5,6,6,7,4,5,6,7,7,4,5,6,7,7,3,4,5,6,7,1,2,3,4,5,4,4,4,4,5
407,408,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,2,3,4,5,6,6,7,7,7,7,5,6,6,7,8,8,8,9,9,10
408,409,4,5,5,6,7,1,2,3,4,5,3,4,5,6,7,1,2,3,4,5,1,2,3,4,5,2,3,4,5,6,6,5,6,5,6
409,410,4,5,5,6,7,4,5,6,6,7,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,4,5,6,7,8,8,8,9,8,10
410,411,2,3,4,5,6,1,2,3,4,5,3,4,5,6,7,4,5,6,7,7,2,3,4,5,6,1,2,3,4,5,5,4,4,4,5
411,412,2,3,4,5,6,5,5,6,6,7,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,2,3,4,5,6,6,6,6,6,7
412,413,3,4,5,6,7,4,5,6,6,7,1,2,3,4,5,4,5,6,7,7,3,4,5,6,7,1,2,3,4,5,4,4,4,4,5
413,414,3,4,5,6,7,5,5,6,6,7,5,6,6,7,7,5,6,7,7,7,1,2,3,4,5,1,2,3,4,5,4,4,4,4,4
414,415,4,5,5,6,7,5,5,6,6,7,3,4,5,6,7,3,4,5,6,7,2,3,4,5,6,1,2,3,4,5,5,4,4,4,5
415,416,3,4,5,6,7,2,3,4,5,6,4,5,6,7,7,1,2,3,4,5,1,2,3,4,5,2,3,4,5,6,6,5,6,5,6
416,417,1,2,3,4,5,4,5,6,6,7,1,2,3,4,5,1,2,3,4,5,6,7,7,7,7,2,3,4,5,6,5,6,7,7,8
417,418,1,2,3,4,5,3,4,5,6,7,1,2,3,4,5,3,4,5,6,7,4,5,6,7,7,5,6,6,7,8,8,8,9,9,10
418,419,4,5,5,6,7,2,3,4,5,6,3,4,5,6,7,5,6,7,7,7,3,4,5,6,7,2,3,4,5,6,5,4,5,5,6
419,420,5,5,5,6,7,5,5,6,6,7,3,4,5,6,7,5,6,7,7,7,4,5,6,7,7,4,5,6,7,8,7,7,8,8,9
420,421,4,5,5,6,7,5,5,6,6,7,2,3,4,5,6,5,6,7,7,7,2,3,4,5,6,1,2,3,4,5,4,4,4,4,5
421,422,5,5,5,6,7,2,3,4,5,6,3,4,5,6,7,6,6,7,7,7,4,5,6,7,7,2,3,4,5,6,5,4,5,5,6
422,423,2,3,4,5,6,1,2,3,4,5,2,3,4,5,6,4,5,6,7,7,2,3,4,5,6,3,4,5,6,7,7,6,7,7,8
423,424,2,3,4,5,6,3,4,5,6,7,5,6,6,7,7,6,6,7,7,7,1,2,3,4,5,1,2,3,4,5,4,4,4,4,5
424,425,5,5,5,6,7,2,3,4,5,6,3,4,5,6,7,4,5,6,7,7,3,4,5,6,7,5,6,6,7,8,8,7,8,8,9
425,426,1,2,3,4,5,1,2,3,4,5,5,6,6,7,7,2,3,4,5,6,1,2,3,4,5,2,3,4,5,6,6,5,6,6,7
426,427,1,2,3,4,5,5,5,6,6,7,2,3,4,5,6,4,5,6,7,7,2,3,4,5,6,3,4,5,6,7,7,7,7,7,8
427,428,5,5,5,6,7,5,5,6,6,7,5,6,6,7,7,2,3,4,5,6,6,7,7,7,7,2,3,4,5,6,6,5,6,6,7
428,429,3,4,5,6,7,4,5,6,6,7,4,5,6,7,7,1,2,3,4,5,6,7,7,7,7,3,4,5,6,7,7,7,8,8,8
429,430,4,5,5,6,7,4,5,6,6,7,3,4,5,6,7,6,6,7,7,7,2,3,4,5,6,1,2,3,4,5,4,4,4,4,5
430,431,5,5,5,6,7,4,5,6,6,7,2,3,4,5,6,5,6,7,7,7,5,6,7,7,7,1,2,3,4,5,4,3,4,4,5
431,432,4,5,5,6,7,2,3,4,5,6,2,3,4,5,6,5,6,7,7,7,1,2,3,4,5,4,5,6,7,8,7,7,8,8,9
432,433,5,5,5,6,7,5,5,6,6,7,4,5,6,7,7,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,5,4,5,4,5
433,434,4,5,5,6,7,1,2,3,4,5,3,4,5,6,7,1,2,3,4,5,6,7,7,7,7,2,3,4,5,6,5,5,7,6,7
434,435,3,4,5,6,7,2,3,4,5,6,5,6,6,7,7,3,4,5,6,7,2,3,4,5,6,4,5,6,7,8,8,7,8,8,9
435,436,4,5,5,6,7,1,2,3,4,5,4,5,6,7,7,4,5,6,7,7,1,2,3,4,5,4,5,6,7,8,8,7,8,8,9
436,437,4,5,5,6,7,5,5,6,6,7,5,6,6,7,7,2,3,4,5,6,4,5,6,7,7,1,2,3,4,5,5,4,5,4,5
437,438,1,2,3,4,5,1,2,3,4,5,4,5,6,7,7,1,2,3,4,5,4,5,6,7,7,3,4,5,6,7,7,7,8,7,9
438,439,4,5,5,6,7,5,5,6,6,7,2,3,4,5,6,6,6,7,7,7,2,3,4,5,6,4,5,6,7,8,7,7,8,8,9
439,440,4,5,5,6,7,5,5,6,6,7,5,6,6,7,7,5,6,7,7,7,1,2,3,4,5,2,3,4,5,6,5,5,5,5,6
440,441,1,2,3,4,5,4,5,6,6,7,4,5,6,7,7,6,6,7,7,7,6,7,7,7,7,1,2,3,4,5,4,4,5,5,5
441,442,1,2,3,4,5,1,2,3,4,5,5,6,6,7,7,4,5,6,7,7,3,4,5,6,7,1,2,3,4,5,5,4,4,4,5
442,443,2,3,4,5,6,5,5,6,6,7,3,4,5,6,7,2,3,4,5,6,5,6,7,7,7,6,6,6,7,8,8,8,9,9,10
443,444,2,3,4,5,6,5,5,6,6,7,3,4,5,6,7,6,6,7,7,7,4,5,6,7,7,2,3,4,5,6,5,5,6,6,7
444,445,2,3,4,5,6,5,5,6,6,7,2,3,4,5,6,2,3,4,5,6,5,6,7,7,7,4,5,6,7,8,8,8,9,9,10
445,446,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,5,6,7,7,7,6,7,7,7,7,3,4,5,6,7,6,6,7,7,8
446,447,4,5,5,6,7,5,5,6,6,7,2,3,4,5,6,4,5,6,7,7,6,7,7,7,7,3,4,5,6,7,6,6,7,7,8
447,448,1,2,3,4,5,3,4,5,6,7,1,2,3,4,5,6,6,7,7,7,1,2,3,4,5,1,2,3,4,5,4,4,4,4,5
448,449,5,5,5,6,7,5,5,6,6,7,5,6,6,7,7,6,6,7,7,7,5,6,7,7,7,3,4,5,6,7,6,6,7,7,8
449,450,3,4,5,6,7,3,4,5,6,7,2,3,4,5,6,3,4,5,6,7,5,6,7,7,7,3,4,5,6,7,6,6,7,7,8
450,451,1,2,3,4,5,2,3,4,5,6,1,2,3,4,5,4,5,6,7,7,6,7,7,7,7,5,6,6,7,8,7,7,9,9,10
451,452,3,4,5,6,7,3,4,5,6,7,5,6,6,7,7,3,4,5,6,7,2,3,4,5,6,2,3,4,5,6,6,5,5,5,6
452,453,3,4,5,6,7,2,3,4,5,6,4,5,6,7,7,6,6,7,7,7,6,7,7,7,7,1,2,3,4,5,4,3,4,4,5
453,454,3,4,5,6,7,2,3,4,5,6,5,6,6,7,7,6,6,7,7,7,1,2,3,4,5,5,6,6,7,8,8,7,7,8,9
454,455,1,2,3,4,5,2,3,4,5,6,5,6,6,7,7,6,6,7,7,7,4,5,6,7,7,3,4,5,6,7,6,6,7,7,8
455,456,3,4,5,6,7,4,5,6,6,7,2,3,4,5,6,5,6,7,7,7,1,2,3,4,5,6,6,6,7,8,8,7,8,8,9
456,457,3,4,5,6,7,5,5,6,6,7,2,3,4,5,6,6,6,7,7,7,3,4,5,6,7,1,2,3,4,5,4,4,4,4,5
457,458,2,3,4,5,6,3,4,5,6,7,4,5,6,7,7,2,3,4,5,6,4,5,6,7,7,5,6,6,7,8,8,8,9,9,10
458,459,5,5,5,6,7,3,4,5,6,7,2,3,4,5,6,5,6,7,7,7,1,2,3,4,5,3,4,5,6,7,6,6,6,6,7
459,460,5,5,5,6,7,5,5,6,6,7,4,5,6,7,7,4,5,6,7,7,3,4,5,6,7,5,6,6,7,8,8,8,8,8,9
460,461,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,5,6,7,7,7,1,2,3,4,5,3,4,5,6,7,6,6,6,6,7
461,462,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,1,2,3,4,5,5,6,7,7,7,3,4,5,6,7,7,6,8,7,9
462,463,5,5,5,6,7,3,4,5,6,7,3,4,5,6,7,4,5,6,7,7,6,7,7,7,7,6,6,6,7,8,8,7,9,9,10
463,464,2,3,4,5,6,1,2,3,4,5,1,2,3,4,5,3,4,5,6,7,2,3,4,5,6,3,4,5,6,7,7,6,7,7,8
464,465,5,5,5,6,7,1,2,3,4,5,4,5,6,7,7,5,6,7,7,7,6,7,7,7,7,6,6,6,7,8,8,7,8,8,9
465,466,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,2,3,4,5,6,5,6,7,7,7,4,5,6,7,8,8,7,9,8,10
466,467,1,2,3,4,5,1,2,3,4,5,5,6,6,7,7,5,6,7,7,7,6,7,7,7,7,6,6,6,7,8,8,8,9,9,10
467,468,2,3,4,5,6,5,5,6,6,7,1,2,3,4,5,3,4,5,6,7,6,7,7,7,7,6,6,6,7,8,8,8,9,9,10
468,469,5,5,5,6,7,4,5,6,6,7,5,6,6,7,7,1,2,3,4,5,5,6,7,7,7,6,6,6,7,8,8,8,9,9,10
469,470,5,5,5,6,7,4,5,6,6,7,4,5,6,7,7,4,5,6,7,7,5,6,7,7,7,5,6,6,7,8,8,7,8,8,9
470,471,2,3,4,5,6,1,2,3,4,5,5,6,6,7,7,6,6,7,7,7,6,7,7,7,7,4,5,6,7,8,8,7,8,8,9
471,472,2,3,4,5,6,2,3,4,5,6,5,6,6,7,7,2,3,4,5,6,5,6,7,7,7,5,6,6,7,8,8,8,9,9,10
472,473,2,3,4,5,6,5,5,6,6,7,1,2,3,4,5,1,2,3,4,5,4,5,6,7,7,4,5,6,7,8,8,8,9,9,10
473,474,4,5,5,6,7,1,2,3,4,5,5,6,6,7,7,1,2,3,4,5,4,5,6,7,7,5,6,6,7,8,8,7,9,8,10
474,475,4,5,5,6,7,2,3,4,5,6,4,5,6,7,7,1,2,3,4,5,2,3,4,5,6,2,3,4,5,6,6,5,6,5,6
475,476,1,2,3,4,5,1,2,3,4,5,3,4,5,6,7,3,4,5,6,7,4,5,6,7,7,4,5,6,7,8,8,8,9,9,10
476,477,1,2,3,4,5,2,3,4,5,6,1,2,3,4,5,5,6,7,7,7,3,4,5,6,7,1,2,3,4,5,4,4,4,4,5
477,478,3,4,5,6,7,5,5,6,6,7,3,4,5,6,7,1,2,3,4,5,5,6,7,7,7,3,4,5,6,7,7,7,8,8,9
478,479,2,3,4,5,6,5,5,6,6,7,4,5,6,7,7,2,3,4,5,6,6,7,7,7,7,2,3,4,5,6,6,6,7,6,7
479,480,5,5,5,6,7,1,2,3,4,5,3,4,5,6,7,3,4,5,6,7,5,6,7,7,7,6,6,6,7,8,8,7,9,8,10
480,481,4,5,5,6,7,3,4,5,6,7,1,2,3,4,5,6,6,7,7,7,6,7,7,7,7,4,5,6,7,8,7,7,8,8,9
481,482,5,5,5,6,7,5,5,6,6,7,4,5,6,7,7,6,6,7,7,7,4,5,6,7,7,3,4,5,6,7,6,6,7,7,8
482,483,2,3,4,5,6,4,5,6,6,7,5,6,6,7,7,3,4,5,6,7,2,3,4,5,6,6,6,6,7,8,8,8,8,8,9
483,484,2,3,4,5,6,1,2,3,4,5,3,4,5,6,7,1,2,3,4,5,6,7,7,7,7,3,4,5,6,7,7,6,8,8,9
484,485,2,3,4,5,6,4,5,6,6,7,1,2,3,4,5,3,4,5,6,7,1,2,3,4,5,6,6,6,7,8,8,8,8,8,10
485,486,4,5,5,6,7,5,5,6,6,7,5,6,6,7,7,6,6,7,7,7,5,6,7,7,7,4,5,6,7,8,7,7,8,8,9
486,487,4,5,5,6,7,5,5,6,6,7,1,2,3,4,5,3,4,5,6,7,4,5,6,7,7,2,3,4,5,6,5,5,6,6,7
487,488,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,4,5,6,7,7,3,4,5,6,7,4,5,6,7,8,8,7,8,8,10
488,489,3,4,5,6,7,5,5,6,6,7,4,5,6,7,7,1,2,3,4,5,4,5,6,7,7,1,2,3,4,5,5,4,5,5,5
489,490,1,2,3,4,5,1,2,3,4,5,5,6,6,7,7,4,5,6,7,7,1,2,3,4,5,6,6,6,7,8,8,8,8,8,9
490,491,1,2,3,4,5,4,5,6,6,7,5,6,6,7,7,1,2,3,4,5,1,2,3,4,5,2,3,4,5,6,6,6,6,6,7
491,492,3,4,5,6,7,5,5,6,6,7,3,4,5,6,7,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,5,4,5,4,5
492,493,2,3,4,5,6,1,2,3,4,5,3,4,5,6,7,2,3,4,5,6,3,4,5,6,7,2,3,4,5,6,6,5,6,6,7
493,494,1,2,3,4,5,1,2,3,4,5,5,6,6,7,7,1,2,3,4,5,4,5,6,7,7,3,4,5,6,7,7,7,8,7,9
494,495,4,5,5,6,7,2,3,4,5,6,5,6,6,7,7,1,2,3,4,5,1,2,3,4,5,4,5,6,7,8,8,7,8,8,9
495,496,4,5,5,6,7,3,4,5,6,7,3,4,5,6,7,4,5,6,7,7,5,6,7,7,7,4,5,6,7,8,7,7,8,8,10
496,497,4,5,5,6,7,2,3,4,5,6,3,4,5,6,7,2,3,4,5,6,4,5,6,7,7,4,5,6,7,8,8,7,9,8,10
497,498,5,5,5,6,7,2,3,4,5,6,5,6,6,7,7,4,5,6,7,7,2,3,4,5,6,4,5,6,7,8,8,7,8,8,9
498,499,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,4,5,6,7,7,6,7,7,7,7,5,6,6,7,8,8,7,9,8,10
499,500,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,4,5,6,7,7,5,6,6,7,8,8,7,9,8,10
500,501,1,2,3,4,5,2,3,4,5,6,4,5,6,7,7,2,3,4,5,6,4,5,6,7,7,3,4,5,6,7,7,7,8,7,9
501,502,5,5,5,6,7,1,2,3,4,5,3,4,5,6,7,2,3,4,5,6,6,7,7,7,7,2,3,4,5,6,5,5,6,6,7
502,503,3,4,5,6,7,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,5,6,7,7,7,2,3,4,5,6,5,5,6,6,7
503,504,2,3,4,5,6,1,2,3,4,5,3,4,5,6,7,2,3,4,5,6,2,3,4,5,6,2,3,4,5,6,6,5,6,5,7
504,505,3,4,5,6,7,1,2,3,4,5,5,6,6,7,7,1,2,3,4,5,1,2,3,4,5,6,6,6,7,8,8,7,8,8,9
505,506,5,5,5,6,7,5,5,6,6,7,3,4,5,6,7,4,5,6,7,7,3,4,5,6,7,6,6,6,7,8,8,8,8,8,9
506,507,5,5,5,6,7,2,3,4,5,6,4,5,6,7,7,5,6,7,7,7,5,6,7,7,7,1,2,3,4,5,4,3,4,4,5
507,508,1,2,3,4,5,5,5,6,6,7,2,3,4,5,6,5,6,7,7,7,3,4,5,6,7,2,3,4,5,6,5,5,6,6,7
508,509,5,5,5,6,7,2,3,4,5,6,1,2,3,4,5,4,5,6,7,7,1,2,3,4,5,3,4,5,6,7,6,6,6,6,7
509,510,2,3,4,5,6,5,5,6,6,7,3,4,5,6,7,6,6,7,7,7,3,4,5,6,7,2,3,4,5,6,5,5,6,6,6
510,511,5,5,5,6,7,1,2,3,4,5,4,5,6,7,7,3,4,5,6,7,2,3,4,5,6,3,4,5,6,7,7,6,7,6,8
511,512,5,5,5,6,7,4,5,6,6,7,4,5,6,7,7,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,7,6,7,7,8
512,513,4,5,5,6,7,1,2,3,4,5,2,3,4,5,6,1,2,3,4,5,5,6,7,7,7,4,5,6,7,8,8,7,9,8,10
513,514,4,5,5,6,7,2,3,4,5,6,2,3,4,5,6,5,6,7,7,7,4,5,6,7,7,6,6,6,7,8,7,7,8,8,9
514,515,4,5,5,6,7,3,4,5,6,7,4,5,6,7,7,2,3,4,5,6,5,6,7,7,7,5,6,6,7,8,8,7,9,9,10
515,516,2,3,4,5,6,4,5,6,6,7,4,5,6,7,7,5,6,7,7,7,6,7,7,7,7,2,3,4,5,6,5,5,6,6,7
516,517,4,5,5,6,7,4,5,6,6,7,2,3,4,5,6,3,4,5,6,7,3,4,5,6,7,2,3,4,5,6,5,5,6,5,6
517,518,5,5,5,6,7,5,5,6,6,7,1,2,3,4,5,5,6,7,7,7,2,3,4,5,6,5,6,6,7,8,7,7,8,8,9
518,519,2,3,4,5,6,3,4,5,6,7,2,3,4,5,6,4,5,6,7,7,3,4,5,6,7,6,6,6,7,8,8,7,8,8,10
519,520,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,4,5,6,7,7,4,5,6,7,7,4,5,6,7,8,8,7,8,8,9
520,521,5,5,5,6,7,4,5,6,6,7,5,6,6,7,7,4,5,6,7,7,2,3,4,5,6,1,2,3,4,5,4,4,4,4,5
521,522,1,2,3,4,5,2,3,4,5,6,4,5,6,7,7,5,6,7,7,7,5,6,7,7,7,6,6,6,7,8,8,8,9,9,10
522,523,2,3,4,5,6,4,5,6,6,7,1,2,3,4,5,1,2,3,4,5,5,6,7,7,7,3,4,5,6,7,6,7,8,8,9
523,524,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,4,5,6,7,8,8,7,8,8,9
524,525,4,5,5,6,7,2,3,4,5,6,4,5,6,7,7,2,3,4,5,6,4,5,6,7,7,5,6,6,7,8,8,7,9,8,10
525,526,1,2,3,4,5,3,4,5,6,7,2,3,4,5,6,5,6,7,7,7,4,5,6,7,7,1,2,3,4,5,4,4,4,4,5
526,527,3,4,5,6,7,1,2,3,4,5,3,4,5,6,7,6,6,7,7,7,1,2,3,4,5,1,2,3,4,5,4,3,4,4,4
527,528,5,5,5,6,7,4,5,6,6,7,2,3,4,5,6,5,6,7,7,7,1,2,3,4,5,1,2,3,4,5,4,4,4,4,4
528,529,1,2,3,4,5,2,3,4,5,6,2,3,4,5,6,4,5,6,7,7,2,3,4,5,6,3,4,5,6,7,7,6,7,7,8
529,530,2,3,4,5,6,4,5,6,6,7,4,5,6,7,7,6,6,7,7,7,4,5,6,7,7,2,3,4,5,6,5,5,6,6,6
530,531,2,3,4,5,6,2,3,4,5,6,2,3,4,5,6,3,4,5,6,7,6,7,7,7,7,6,6,6,7,8,8,8,9,9,10
531,532,1,2,3,4,5,5,5,6,6,7,1,2,3,4,5,4,5,6,7,7,2,3,4,5,6,5,6,6,7,8,8,8,8,9,10
532,533,4,5,5,6,7,4,5,6,6,7,2,3,4,5,6,1,2,3,4,5,4,5,6,7,7,6,6,6,7,8,8,8,9,9,10
533,534,1,2,3,4,5,2,3,4,5,6,2,3,4,5,6,1,2,3,4,5,1,2,3,4,5,6,6,6,7,8,8,8,9,9,10
534,535,3,4,5,6,7,4,5,6,6,7,4,5,6,7,7,6,6,7,7,7,2,3,4,5,6,6,6,6,7,8,8,8,8,8,9
535,536,3,4,5,6,7,1,2,3,4,5,2,3,4,5,6,1,2,3,4,5,5,6,7,7,7,2,3,4,5,6,5,5,6,6,7
536,537,1,2,3,4,5,1,2,3,4,5,3,4,5,6,7,4,5,6,7,7,4,5,6,7,7,1,2,3,4,5,5,4,5,4,6
537,538,5,5,5,6,7,4,5,6,6,7,5,6,6,7,7,1,2,3,4,5,4,5,6,7,7,6,6,6,7,8,8,8,9,9,10
538,539,1,2,3,4,5,5,5,6,6,7,5,6,6,7,7,5,6,7,7,7,3,4,5,6,7,5,6,6,7,8,8,8,8,9,9
539,540,1,2,3,4,5,3,4,5,6,7,3,4,5,6,7,4,5,6,7,7,3,4,5,6,7,1,2,3,4,5,4,4,5,4,5
540,541,1,2,3,4,5,1,2,3,4,5,5,6,6,7,7,2,3,4,5,6,5,6,7,7,7,1,2,3,4,5,5,4,5,5,6
541,542,5,5,5,6,7,4,5,6,6,7,3,4,5,6,7,1,2,3,4,5,3,4,5,6,7,4,5,6,7,8,8,8,9,8,10
542,543,5,5,5,6,7,4,5,6,6,7,3,4,5,6,7,6,6,7,7,7,4,5,6,7,7,3,4,5,6,7,6,6,7,7,8
543,544,5,5,5,6,7,1,2,3,4,5,1,2,3,4,5,2,3,4,5,6,3,4,5,6,7,3,4,5,6,7,6,6,7,7,8
544,545,4,5,5,6,7,2,3,4,5,6,3,4,5,6,7,1,2,3,4,5,6,7,7,7,7,4,5,6,7,8,8,7,9,9,10
545,546,3,4,5,6,7,4,5,6,6,7,4,5,6,7,7,6,6,7,7,7,1,2,3,4,5,1,2,3,4,5,4,4,4,4,4
546,547,4,5,5,6,7,3,4,5,6,7,3,4,5,6,7,4,5,6,7,7,2,3,4,5,6,5,6,6,7,8,8,7,8,8,9
547,548,3,4,5,6,7,4,5,6,6,7,3,4,5,6,7,3,4,5,6,7,1,2,3,4,5,4,5,6,7,8,8,8,8,8,9
548,549,5,5,5,6,7,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,3,4,5,6,7,2,3,4,5,6,5,5,6,5,7
549,550,3,4,5,6,7,2,3,4,5,6,5,6,6,7,7,3,4,5,6,7,3,4,5,6,7,4,5,6,7,8,8,7,8,8,9
550,551,3,4,5,6,7,5,5,6,6,7,5,6,6,7,7,6,6,7,7,7,5,6,7,7,7,5,6,6,7,8,8,8,8,9,9
551,552,5,5,5,6,7,3,4,5,6,7,3,4,5,6,7,1,2,3,4,5,5,6,7,7,7,4,5,6,7,8,8,7,9,9,10
552,553,3,4,5,6,7,3,4,5,6,7,3,4,5,6,7,1,2,3,4,5,6,7,7,7,7,6,6,6,7,8,8,8,9,9,10
553,554,2,3,4,5,6,4,5,6,6,7,1,2,3,4,5,6,6,7,7,7,1,2,3,4,5,1,2,3,4,5,4,4,4,4,5
554,555,5,5,5,6,7,5,5,6,6,7,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,3,4,5,6,7,7,6,7,7,8
555,556,2,3,4,5,6,4,5,6,6,7,5,6,6,7,7,1,2,3,4,5,5,6,7,7,7,5,6,6,7,8,8,8,9,9,10
556,557,2,3,4,5,6,3,4,5,6,7,1,2,3,4,5,3,4,5,6,7,3,4,5,6,7,4,5,6,7,8,8,7,8,8,10
557,558,1,2,3,4,5,2,3,4,5,6,3,4,5,6,7,5,6,7,7,7,4,5,6,7,7,1,2,3,4,5,4,4,4,4,5
558,559,4,5,5,6,7,2,3,4,5,6,5,6,6,7,7,2,3,4,5,6,3,4,5,6,7,3,4,5,6,7,7,6,7,7,8
559,560,2,3,4,5,6,5,5,6,6,7,2,3,4,5,6,3,4,5,6,7,2,3,4,5,6,3,4,5,6,7,7,7,7,7,8
